,date,baselinemean,endmean,ma15endmean,baselinepct,endpct
0,2024-01-19,2965.825,15551.5,11022.513333333334,524.3566292684161,141.08851157358544
1,2024-01-20,5620.866666666667,12030.6,11716.98,214.03460913500885,102.67662827793511
2,2024-01-23,11668.741666666667,28304.9,12938.306666666667,242.57028571346956,218.76819532282946
3,2024-01-24,3491.9583333333335,9898.1,13327.006666666666,283.4541267435894,74.27099158550733
4,2024-01-25,5905.383333333333,23653.9,13451.593333333334,400.54808747950324,175.84459635265017
5,2024-01-29,4719.208333333333,15013.1,13759.12,318.12751079365364,109.11380960410257
6,2024-01-30,5995.833333333333,11630.5,13733.366666666669,193.97637248088952,84.68790124295815
7,2024-01-31,5111.791666666667,15727.0,14350.146666666667,307.661208154349,109.59469868368359
8,2024-02-01,4194.991666666667,8228.3,14501.333333333334,196.1458008458499,56.74167892607576
9,2024-02-02,4628.858333333334,21674.3,15201.633333333333,468.24288926535155,142.57875798433938
10,2024-02-05,4580.858333333334,9632.8,14882.446666666667,210.28373503510073,64.72591648237051
11,2024-02-06,6460.691666666667,8993.2,14969.226666666666,139.19871840347332,60.07791985691535
12,2024-02-07,3489.266666666667,11569.7,14591.513333333334,331.57970156097747,79.29061047814552
13,2024-02-08,4100.091666666666,10187.4,14115.886666666665,248.4676155614407,72.16974916677805
14,2024-02-09,2709.733333333333,5267.6,13824.193333333333,194.39551247355215,38.10421247002236
15,2024-02-12,4782.716666666666,7634.0,13296.359999999999,159.61639653892664,57.41420960322976
16,2024-02-13,3012.5,5437.0,12856.786666666669,180.4813278008299,42.28894933830018
17,2024-02-14,3994.875,5445.6,11332.833333333334,136.3146531493476,48.051531685221406
18,2024-02-15,9174.008333333333,10561.3,11377.046666666665,115.1219795781742,92.82989082696916
19,2024-02-16,6608.35,13592.7,10706.3,205.68977127422124,126.95982739134904
20,2024-02-19,1376.5583333333334,4477.5,10003.926666666666,325.26772687923386,44.7574252510181
21,2024-02-20,3012.1666666666665,9644.6,9871.533333333333,320.1881259337133,97.70113390017087
22,2024-02-21,3600.2833333333333,9378.2,9448.279999999999,260.4850544170135,99.25827769710467
23,2024-02-22,6481.391666666666,19677.0,10211.526666666667,303.59220692058165,192.69400788259543
24,2024-02-23,3415.883333333333,9217.2,9381.053333333335,269.83357159934235,98.25335889786363
25,2024-02-26,2290.625,7056.2,9209.279999999999,308.0469304229195,76.62053928211544
26,2024-02-27,3166.175,7989.7,9142.380000000001,252.345495748024,87.39190451501686
27,2024-02-28,1894.4,5526.7,8739.513333333334,291.73880912162156,63.23807504155455
28,2024-02-29,10384.183333333332,40064.8,10731.34,385.82523742037176,373.3438694515317
29,2024-03-01,6096.733333333334,13137.5,11256.0,215.48424839531552,116.71552949538024
30,2024-03-04,4975.033333333334,7431.0,11242.466666666667,149.36583339475112,66.09759424088426
31,2024-03-05,3769.125,11226.7,11628.446666666667,297.8595827944152,96.54513901828103
32,2024-03-06,5070.491666666667,11854.1,12055.679999999998,233.78600694541456,98.32792509422946
33,2024-03-07,6491.391666666666,13635.8,12260.646666666667,210.05973295402757,111.21599350115842
34,2024-03-11,6617.683333333333,27525.0,13189.466666666667,415.93105341496647,208.68925708393564
35,2024-03-12,2349.55,7578.1,13396.173333333334,322.5341022749037,56.569139644853806
36,2024-03-13,6454.658333333334,20343.1,14109.406666666666,315.16927696921726,144.18111604976536
37,2024-03-14,7604.8,21611.9,14924.986666666666,284.1876183463076,144.8034794447611
38,2024-03-15,11027.916666666666,43758.9,16530.446666666667,396.8011486001436,264.7169848606632
39,2024-03-18,7206.366666666667,12129.3,16724.586666666666,168.31366708142338,72.52376541044562
40,2024-03-19,12652.458333333334,19023.0,17522.373333333337,150.35022838117754,108.56406057626896
41,2024-03-20,8396.825,15030.2,17991.739999999998,178.99860959350707,83.53944643486402
42,2024-03-21,13192.225,28361.0,19514.026666666665,214.98268866699894,145.33648274881932
43,2024-03-22,10102.541666666666,17711.5,18023.806666666664,175.3172675193124,98.26725467908926
44,2024-03-26,6714.383333333333,40018.2,19815.853333333333,596.0070793296976,201.95042487866615
45,2024-03-27,6765.4,23872.5,20911.95333333333,352.8616194164425,114.1571981319775
46,2024-03-28,11577.316666666668,29112.7,22104.353333333333,251.46327804802206,131.70573036442596
47,2024-04-01,3405.133333333333,7700.2,21827.42666666667,226.13505100142925,35.27763541526043
48,2024-04-02,4036.9666666666667,12617.6,21759.54666666667,312.55150319134003,57.98650216977559
49,2024-04-03,2889.108333333333,11800.8,20711.266666666666,408.45820365568386,56.97768364400696
50,2024-04-04,4131.75,5792.6,20592.233333333334,140.19725297997218,28.130023131698522
51,2024-04-05,2669.8166666666666,9372.4,19860.853333333333,351.05032180736504,47.19031877784372
52,2024-04-08,2419.4333333333334,6301.4,18840.153333333332,260.44941653004145,33.4466492310926
53,2024-04-09,2318.133333333333,9979.2,16588.173333333332,430.48429771080185,60.15852257793304
54,2024-04-10,9782.775,13733.6,16695.126666666667,140.38552455719363,82.26113089288731
55,2024-04-12,11401.241666666667,24246.5,17043.36,212.66543337019579,142.26361468630597
56,2024-04-15,12076.983333333334,34098.4,18314.57333333333,282.3420307775534,186.1817874727085
57,2024-04-16,4599.866666666667,17190.3,17569.859999999997,373.71300617409196,97.83970959358813
58,2024-04-18,10963.55,16418.4,17483.653333333332,149.7544134883318,93.9071467900683
59,2024-04-19,7082.083333333333,16160.4,15893.133333333333,228.18709183973644,101.68164867846492
60,2024-04-22,3463.733333333333,14002.5,15235.133333333333,404.26033566864265,91.9092711145729
61,2024-04-23,8162.525,13631.9,14203.08,167.0059203494017,95.97847790760878
62,2024-04-24,3257.125,11268.4,14440.960000000001,345.96154584180834,78.03082343556106
63,2024-04-25,14952.133333333333,32601.5,15773.220000000001,218.0391203930766,206.68893225352844
64,2024-04-26,5235.141666666666,18015.8,16187.553333333333,344.1320435454628,111.29415069108653
65,2024-04-29,3677.0666666666666,11916.3,16595.8,324.07081731815214,71.80310681015678
66,2024-04-30,7423.125,23742.2,17553.786666666667,319.84103729898123,135.2540078721856
67,2024-05-02,7262.725,18409.7,18361.006666666664,253.48199195205657,100.26519969311778
68,2024-05-03,7892.233333333334,27573.2,19533.94,349.37132286171635,141.15534295692524
69,2024-05-06,5033.258333333333,10821.7,19339.813333333335,215.00386595164497,55.955555586196624
70,2024-05-07,20599.358333333334,43614.0,20630.98,211.72504159716948,211.4005248417671
71,2024-05-08,4596.358333333334,15619.8,19399.07333333333,339.82990157062744,80.51827905181726
72,2024-05-09,4772.083333333333,9366.3,18877.47333333333,196.27276696062165,49.61627986231208
73,2024-05-10,5786.308333333333,44027.3,20718.066666666666,760.8875549609207,212.5067976098156
74,2024-05-13,2642.3333333333335,8446.3,20203.793333333335,319.6530843951053,41.80551572988438
75,2024-05-14,2122.0666666666666,4951.8,19600.413333333334,233.34799409380796,25.263752941264507
76,2024-05-15,2104.633333333333,8613.9,19265.88,409.2826937392103,44.71064908532597
77,2024-05-16,6745.083333333333,11665.6,19292.36,172.94967939610336,60.467459657605396
78,2024-05-17,4389.725,9373.0,17743.793333333335,213.5213481482325,52.82410487949025
79,2024-05-21,4812.025,11914.2,17337.02,247.59222988242996,68.72115277019927
80,2024-05-22,3895.6583333333333,10623.6,17250.84,272.70358668517736,61.58308812788247
81,2024-05-23,7340.666666666667,6306.7,16088.473333333333,85.9145400054491,39.20011469909513
82,2024-05-24,2694.6666666666665,10283.8,15546.746666666668,381.6353290450272,66.14760129879262
83,2024-05-27,3096.2916666666665,4468.2,14006.413333333334,144.30811050853845,31.901100543465322
84,2024-05-28,3403.4083333333333,14634.4,14260.593333333332,429.9924830255945,102.62125605806958
85,2024-05-29,3742.475,11986.6,12152.1,320.2853726477799,98.6380954732104
86,2024-05-30,7409.966666666666,18855.6,12367.820000000002,254.4626831429741,152.45694067345738
87,2024-05-31,22381.275,130558.1,20447.27333333333,583.3362933970473,638.5110516773061
88,2024-06-03,2521.875,5762.4,17896.280000000002,228.49665427509294,32.19887037976607
89,2024-06-04,21047.866666666665,16925.1,18461.533333333333,80.41242501219442,91.67765046601401
90,2024-06-05,10776.35,20832.7,19520.260000000002,193.31870252914948,106.72347601927432
91,2024-06-06,9779.95,27613.5,20786.9,282.3480692641578,132.8408757438579
92,2024-06-07,10441.416666666666,23842.6,21598.7,228.34640893237665,110.38905119289586
93,2024-06-10,3803.491666666667,4375.8,21265.553333333333,115.04691960676483,20.576939294314155
94,2024-06-11,4251.9,12669.4,21315.9,297.97031915143816,59.43638316937121
95,2024-06-12,4971.691666666667,8881.7,21199.773333333334,178.64543088117227,41.895259257488924
96,2024-06-13,6313.033333333334,16214.8,21860.313333333335,256.8464182564113,74.17460012009586
97,2024-06-14,4351.375,9029.8,21776.713333333333,207.5160150527132,41.465394073853204
98,2024-06-18,5467.95,11020.4,22213.52666666667,201.54536892253952,49.611212867595086
99,2024-06-19,2855.508333333333,5444.4,21600.859999999997,190.66307516758545,25.204552040983558
100,2024-06-20,7719.75,20547.4,22171.58,266.16665047443246,92.6744959087264
101,2024-06-21,13206.941666666668,43504.4,23814.833333333336,329.4055588191311,182.67774286334145
102,2024-06-24,6317.066666666667,43329.7,17999.606666666667,685.9148761028325,240.72581586042062
103,2024-06-25,2149.4583333333335,6414.3,18043.066666666666,298.4147168860372,35.549943468589966
104,2024-06-26,3837.525,10893.9,17640.986666666668,283.87828092325134,61.75334864111909
105,2024-06-27,10499.65,24271.9,17870.266666666666,231.16865800288582,135.82281928268185
106,2024-06-28,7107.625,30851.5,18086.133333333335,434.06201086860943,170.5809607360335
107,2024-07-01,5271.208333333333,13834.9,17418.953333333335,262.4616430451589,79.42440475757631
108,2024-07-02,3200.4583333333335,11914.5,17921.533333333333,372.27480438999623,66.48147665936322
109,2024-07-03,4086.266666666667,8806.5,17664.006666666664,215.51456912585243,49.85561977067491
110,2024-07-04,6376.491666666667,8776.8,17657.013333333332,137.64308743444343,49.707160742926696
111,2024-07-05,5126.516666666666,15600.0,17616.02666666667,304.3001908378334,88.5557242571537
112,2024-07-08,7451.633333333333,10794.3,17733.66,144.85817427051785,60.868991511058624
113,2024-07-09,4332.958333333333,7914.4,17526.59333333333,182.65580675250743,45.156522145965624
114,2024-07-10,5084.858333333334,13497.1,18063.44,265.4370901844201,74.7205404950552
115,2024-07-11,4877.116666666667,11001.0,17427.013333333332,225.56360144484273,63.126135210776226
116,2024-07-12,6617.383333333333,14044.2,15463.0,212.23192450188017,90.82454892323611
117,2024-07-15,2658.491666666667,6181.8,12986.473333333333,232.53035085684553,47.60183801504232
118,2024-07-16,10331.833333333334,10074.6,13230.493333333334,97.51028375086706,76.14682042594532
119,2024-07-18,13175.741666666667,13045.2,13373.913333333334,99.00922718455445,97.5421305257449
120,2024-07-19,6650.866666666667,12623.6,12597.359999999999,189.8038350891613,100.20829761156307
121,2024-07-22,4425.35,12046.9,11343.72,272.2247957788649,106.1988483495714
122,2024-07-23,8912.325,21458.1,11851.933333333332,240.76882295024024,181.0514740211161
123,2024-07-24,6127.391666666666,11093.6,11797.206666666667,181.04930455726813,94.0358197788064
124,2024-07-25,6191.65,12436.9,12039.233333333334,200.8656820072194,103.3030896208784
125,2024-07-26,9174.441666666668,12961.0,12318.18,141.27290216570853,105.21846571490268
126,2024-07-29,2813.0416666666665,8071.5,11816.28,286.93140580332675,68.30830007413499
127,2024-07-30,4666.058333333333,9023.4,11698.22,193.3837803856574,77.13481196284563
128,2024-07-31,5882.6,19152.1,12447.4,325.572025974909,153.86426080948632
129,2024-08-01,7704.333333333333,10415.5,12241.96,135.19015272790205,85.08033027391039
130,2024-08-02,4320.441666666667,14633.5,12484.126666666667,338.7037976441452,117.21684977029496
131,2024-08-05,6637.275,14253.3,12498.066666666668,214.7462625851724,114.04403881133614
132,2024-08-06,5560.975,13945.4,13015.639999999998,250.7725713566416,107.14340593316965
133,2024-08-07,4201.35,15597.5,13383.833333333334,371.2497173527556,116.5398552980586
134,2024-08-08,3487.65,12130.7,13322.866666666667,347.8187318108182,91.05172560459962
135,2024-08-09,2463.366666666667,20092.1,13820.766666666666,815.6357830069958,145.37616099444554
136,2024-08-12,4601.65,7897.3,13544.126666666667,171.61887583801465,58.307930768515156
137,2024-08-13,2800.983333333333,11330.8,12868.973333333332,404.5293617122558,88.04742776683558
138,2024-08-14,2494.05,8157.3,12673.22,327.07042761773016,64.36643568090825
139,2024-08-16,5294.808333333333,13347.4,12733.92,252.08466784287126,104.81768379257919
140,2024-08-19,2761.233333333333,31605.7,13976.9,1144.6225720390648,226.12811138378325
141,2024-08-20,2165.2833333333333,9509.0,14072.733333333334,439.15730812749683,67.57038433661312
142,2024-08-21,4363.558333333333,13381.3,14363.26,306.66027534867374,93.16339048377597
143,2024-08-22,4797.491666666667,10538.9,13789.046666666665,219.6752122202748,76.42950419100765
144,2024-08-23,5160.625,17396.2,14254.426666666666,337.0948286302531,122.0406853730584
145,2024-08-26,2748.508333333333,9133.0,13887.726666666666,332.28933269864564,65.76310305646376
146,2024-08-27,4979.025,16288.6,14023.413333333334,327.1443706348131,116.15289097471278
147,2024-08-28,3231.725,9071.3,13698.473333333333,280.69529430876696,66.22124801255225
148,2024-08-29,8077.025,17622.0,13833.44,218.17438970412994,127.38696954625892
149,2024-08-30,16527.775,96877.9,19483.253333333334,586.1520985129577,497.23677222968917
150,2024-09-02,1696.1916666666666,5091.2,18483.193333333336,300.1547584539876,27.545023785572404
151,2024-09-03,5571.75,12982.1,18822.179999999997,232.99860905460582,68.97235070539121
152,2024-09-04,4292.525,11745.3,18849.81333333333,273.62216877012946,62.30990085843467
153,2024-09-05,5256.608333333334,18441.9,19535.45333333333,350.8326820367379,94.40221163709879
154,2024-09-06,5401.3,13272.6,19530.466666666664,245.7297317312499,67.95843758640348
155,2024-09-09,11200.275,29379.7,19382.066666666666,262.3123092959771,151.58187465388968
156,2024-09-10,3688.016666666667,8242.1,19297.606666666667,223.48326336196962,42.71047774145395
157,2024-09-11,4430.416666666667,14699.0,19385.45333333333,331.77466378256366,75.82489688144169
158,2024-09-12,10580.216666666667,32803.9,20869.786666666667,310.04941612726896,157.18368627310676
159,2024-09-13,7534.708333333333,16630.3,20818.726666666666,220.7159091537496,79.8814464797559
160,2024-09-16,3213.5583333333334,5343.2,20566.073333333337,166.27051529068245,25.98065227813703
161,2024-09-17,2992.0833333333335,9632.7,20122.346666666668,321.93956273499515,47.87065922066081
162,2024-09-18,1455.0,3075.3,19722.613333333335,211.36082474226808,15.592761202707417
163,2024-09-19,4760.725,13938.6,19477.053333333333,292.78313702219725,71.56421334096396
164,2024-09-20,16282.55,52836.4,16540.95333333333,324.49708430190606,319.42777985791236
165,2024-09-23,4165.858333333334,14712.9,17182.4,353.17811655461156,85.62773535710959
166,2024-09-24,5548.241666666667,16314.2,17404.54,294.04270722406045,93.73531274023904
167,2024-09-25,2875.4166666666665,10546.2,17324.6,366.77119258078545,60.87413273610935
168,2024-09-26,6903.0,19880.5,17420.506666666668,287.99797189627697,114.12125020473954
169,2024-09-27,10630.066666666668,68055.5,21072.7,640.2170572777844,322.95576741471194
170,2024-09-30,4866.141666666666,18509.0,20347.986666666668,380.36295011276906,90.96231633727562
171,2024-10-01,3202.008333333333,8577.6,20370.353333333333,267.88187621831094,42.10825339963012
172,2024-10-03,3498.5,8782.3,19975.90666666667,251.0304416178362,43.96446252251878
173,2024-10-04,6700.691666666667,11424.7,18550.626666666663,170.5003090476978,61.58659869172436
174,2024-10-07,3454.75,8529.1,18010.54666666667,246.88038208263987,47.35614169771637
175,2024-10-08,7259.025,12724.4,18502.626666666663,175.29075874514828,68.77077632941486
176,2024-10-09,3167.9,7332.1,18349.253333333334,231.4498563717289,39.95857415451601
177,2024-10-10,4903.283333333334,9047.4,18747.39333333333,184.51717726557374,48.259509144204586
178,2024-10-11,2046.6666666666667,3717.3,18065.973333333335,181.6270358306189,20.576250896713375
179,2024-10-14,2920.575,9968.4,15208.106666666665,341.31635037621015,65.54662074963528
180,2024-10-15,3865.225,17303.0,15380.779999999999,447.65828638695035,112.49754563812759
181,2024-10-16,3457.008333333333,8637.1,14868.973333333333,249.84319293416033,58.088072433604474
182,2024-10-17,3900.258333333333,11291.7,14918.673333333334,289.51159218085985,75.68836549809389
183,2024-10-18,2812.3166666666666,7943.9,14122.9,282.4681905190857,56.24836258842022
184,2024-10-21,2098.983333333333,6413.9,10013.46,305.5717450511756,64.05278495145535
185,2024-10-22,4644.758333333333,13969.9,9710.853333333333,300.7669936182543,143.858624164852
186,2024-10-23,3488.35,17213.0,10286.546666666665,493.4424584689037,167.33506936568284
187,2024-10-24,17066.291666666668,38300.4,12254.42,224.42133738290147,312.54355571295906
188,2024-10-25,7153.05,9559.8,12130.093333333332,133.6464864638161,78.8106054693726
189,2024-10-28,1663.4166666666667,7179.6,12040.126666666667,431.6176544261309,59.6306018928926
190,2024-10-29,4767.591666666666,8455.6,11755.539999999999,177.3557928443956,71.9286396031148
191,2024-10-30,3481.7166666666667,16461.7,12364.179999999998,472.80412440223455,133.14024868612398
192,2024-10-31,6638.158333333334,31413.9,13855.279999999999,473.2321590200093,226.72872724333251
193,2024-11-04,2864.725,10219.0,14288.726666666666,356.7183586557174,71.51791925475982
194,2024-11-05,1819.6833333333334,8630.5,14199.533333333333,474.2858189611746,60.780166484344555
195,2024-11-06,3728.6916666666666,12378.0,13871.2,331.96630632281654,89.23525001441836
196,2024-11-07,4732.775,8301.8,13848.846666666668,175.41083191151068,59.9457860991553
197,2024-11-08,4139.183333333333,16258.5,14179.966666666667,392.79487499547014,114.65823850079573
198,2024-11-11,3989.483333333333,6197.1,14063.513333333334,155.33590398088307,44.06509136882344
199,2024-11-12,5643.783333333334,23152.3,15179.406666666668,410.22659150038237,152.5244069706721
200,2024-11-13,4640.083333333333,11729.6,15030.053333333335,252.7885634237891,78.04097390650199
201,2024-11-14,7184.675,21128.2,15291.066666666668,294.0731487506394,138.17348691610786
202,2024-11-18,4706.041666666667,15918.4,13798.933333333332,338.2545486741334,115.35964132493332
203,2024-11-19,4647.083333333333,7414.4,13655.906666666668,159.54953824083208,54.29445426789676
204,2024-11-21,4055.233333333333,6102.8,13584.119999999999,150.4919568952054,44.92598710847667
205,2024-11-22,7716.1,15078.1,14025.62,195.41089410453466,107.50398199865674
206,2024-11-25,16010.016666666666,84839.8,18584.16,529.9169998782013,456.5167325292077
207,2024-11-26,2302.366666666667,4486.5,16789.0,194.86470443456733,26.72285424980642
208,2024-11-27,3343.8166666666666,7944.2,16637.346666666668,237.57881462799494,47.74920039333194
209,2024-11-28,7536.733333333334,15698.0,17108.513333333332,208.2865255504153,91.75548859300847
210,2024-11-29,6582.141666666666,20090.3,17622.666666666668,305.2243633974251,114.00261027464629
211,2024-12-02,2653.275,7894.7,17595.52666666667,297.545486238705,44.86765386202326
212,2024-12-03,5341.608333333334,11602.2,17285.106666666667,217.20424404010652,67.12252474770189
213,2024-12-04,3172.1916666666666,6668.6,17316.54,210.22058881477844,38.51000257557226
214,2024-12-05,10452.841666666667,15316.0,16794.120000000003,146.52474885218612,91.19858617182679
215,2024-12-06,3894.5,10026.7,16680.593333333334,257.4579535242008,60.10997210730713
216,2024-12-09,5460.858333333334,20377.9,16630.573333333337,373.16294904799764,122.53275693842582
217,2024-12-10,5056.45,15004.5,16569.646666666667,296.73980757250644,90.55413372322965
218,2024-12-11,5544.641666666666,12398.7,16901.933333333334,223.6158934226288,73.35669686702508
219,2024-12-12,9179.35,24678.5,18140.313333333335,268.8480121141475,136.04230283416638
220,2024-12-13,6846.808333333333,9448.8,17765.02666666667,138.0029867931165,53.1876488411313
221,2024-12-16,3690.6666666666665,10562.6,12813.213333333335,286.19761560693644,82.43521531419128
222,2024-12-17,6260.108333333334,13620.7,13422.160000000002,217.57930174264823,101.47919559891999
223,2024-12-18,2180.525,9823.1,13547.420000000002,450.4924272824205,72.50900909545875
224,2024-12-19,4012.5666666666666,5904.0,12894.486666666668,147.13774225973398,45.78701077928396
225,2024-12-20,8315.825,31784.1,13674.073333333332,382.2122278907985,232.44061389169093
226,2024-12-23,3129.883333333333,6767.0,13598.893333333335,216.2061418689728,49.76140215331247
227,2024-12-24,1666.525,4356.9,13115.873333333333,261.43622207887665,33.21852757549249
228,2024-12-26,2799.3083333333334,9850.9,13328.026666666667,351.90478600368544,73.91116664432444
229,2024-12-27,2025.3833333333334,3174.6,12518.6,156.74069929149212,25.359065710223188
230,2024-12-30,3342.366666666667,12880.0,12708.820000000002,385.3556860906942,101.34693858281099
